MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.015625 s         4/13/2017 3:11:26 PM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
2.8564453 976.13544 0.016756058 -6.9165224e-05
2.8662109 979.34558 0.016755909 -6.7049441e-05
2.8759766 982.55548 0.016843528 -1.2397459e-05
2.8857422 979.10419 0.016854554 -0.0001526689
2.8955078 984.74457 0.016977191 -0.0001407477
2.9052734 990.96802 0.017039627 -1.6627082e-05
2.9150391 991.11261 0.017118454 -8.8966059e-05
2.9248047 991.56262 0.017099828 -8.174438e-05
2.9345703 989.63007 0.017135292 -0.00018764992
2.9443359 990.74719 0.017176718 -4.7826529e-06
2.9541016 996.07733 0.017284006 2.6515625e-05
2.9638672 1004.7153 0.017315298 -0.00011828235
2.9736328 1009.8411 0.017427206 -7.9939004e-05
2.9833984 1007.4728 0.017425269 -9.5096337e-05
2.9931641 1006.1796 0.017508566 3.0353604e-05
3.0029297 1005.4809 0.017499179 -0.00012960604
3.0126953 1012.055  0.017565936 -0.00020143695
3.0224609 1026.2086 0.017695427 -5.7876776e-05
3.0322266 1031.4224 0.017749071 -7.9992882e-05
3.0419922 1033.9861 0.017845184 -4.9320592e-05
3.0517578 1035.8375 0.017887503 -0.00019197848
3.0615234 1042.2875 0.017953068 -6.3489177e-05
3.0712891 1045.017  0.018025339 3.3666114e-05
3.0810547 1048.0713 0.018094033 -0.00010077061
3.0908203 1050.0864 0.018114448 -8.5786029e-05
3.1005859 1048.9709 0.018159002 -0.00011640412
3.1103516 1050.8828 0.018224269 1.7055905e-05
3.1201172 1056.6415 0.018276572 -7.2618408e-05
3.1298828 1062.6481 0.018379092 -0.00014828691
3.1396484 1061.972  0.018384308 -6.209391e-05
3.1494141 1062.0552 0.018411428 -6.9533889e-05
3.1591797 1062.2505 0.018480718 -6.7427791e-06
3.1689453 1065.2729 0.018534064 -0.00018182068
3.1787109 1064.1169 0.018577278 -0.00013450871
3.1884766 1061.1746 0.018565804 -2.2383394e-05
3.1982422 1066.9548 0.01861155 -9.2611168e-05
3.2080078 1082.1808 0.018733293 -8.2667742e-05
3.2177734 1091.8096 0.018811971 -0.0001707139
3.2275391 1094.3914 0.01891166 -7.1680502e-06
3.2373047 1097.7323 0.018970221 2.7422911e-06
3.2470703 1094.4114 0.018966645 -0.00013241902
3.2568359 1088.3213 0.018966496 -7.9920093e-05
3.2666016 1091.0302 0.019015372 -9.0484929e-05
3.2763672 1105.0479 0.01917243 3.9232596e-06
3.2861328 1109.3851 0.019163191 -0.00013927955
3.2958984 1114.7413 0.019304305 -0.0001831706
3.3056641 1121.0215 0.019363761 -3.9423518e-05
3.3154297 1119.0143 0.019455403 -7.4921081e-05
3.3251953 1115.3047 0.019462556 -4.9586539e-05
3.3349609 1114.6138 0.019484609 -0.00018538249
3.3447266 1112.0187 0.019471943 -5.012198e-05
3.3544922 1123.5983 0.019572377 1.3894271e-05
3.3642578 1138.9327 0.019692032 -0.00011727116
3.3740234 1150.7303 0.019823162 -9.661392e-05
3.3837891 1154.5541 0.019878745 -0.00012896328
3.3935547 1151.6411 0.019941032 2.5647751e-05
3.4033203 1152.1608 0.019962192 -8.1055688e-05
3.4130859 1156.7566 0.020061433 -0.00018183973
3.4228516 1159.1459 0.020132216 -5.1418305e-05
3.4326172 1159.9351 0.020157544 -7.5622869e-05
3.4423828 1163.9363 0.020263493 -2.5032246e-05
3.4521484 1164.8954 0.020209551 -0.00018354093
3.4619141 1170.0334 0.020341277 -0.00012455735
3.4716797 1174.843  0.020431129 -9.0595413e-06
3.4814453 1181.1769 0.02051264 -9.6528776e-05
3.4912109 1181.5746 0.020485966 -8.4145708e-05
3.5009766 1181.1256 0.020585807 -0.00017386292
3.5107422 1179.657  0.020621268 3.1574505e-06
3.5205078 1175.3069 0.020591171 2.5490774e-06
3.5302734 1179.6702 0.020646155 -0.0001397732
3.5400391 1195.9899 0.020791141 -7.831752e-05
3.5498047 1201.6344 0.020895004 -8.4337749e-05
3.5595703 1208.6084 0.020965783 1.7939476e-05
3.5693359 1212.4004 0.021007212 -0.00015146947
3.5791016 1211.3287 0.021024346 -0.0001949282
3.5888672 1212.1658 0.021091402 -3.7434344e-05
3.5986328 1217.4364 0.021112561 -8.3692939e-05
3.6083984 1222.9197 0.021228043 -7.5118995e-05
3.6181641 1228.3394 0.021313278 -0.00019136461
3.6279297 1227.7351 0.021352172 -3.5246572e-05
3.6376953 1229.9543 0.0213854 1.5868605e-05
3.6474609 1231.9846 0.02146825 -0.0001079389
3.6572266 1232.4519 0.021452459 -8.4442763e-05
3.6669922 1236.0217 0.021533219 -0.00012610787
3.6767578 1238.7067 0.021567194 4.0896524e-05
3.6865234 1244.2863 0.021647962 -9.8370801e-05
3.6962891 1252.3842 0.021743329 -0.00017406118
3.7060547 1257.3473 0.02187103 -4.5013658e-05
3.7158203 1256.5728 0.021847041 -7.4718984e-05
3.7255859 1260.071  0.021925123 -1.6447675e-05
3.7353516 1262.8422 0.021952542 -0.00018981863
3.7451172 1263.0675 0.021982193 -0.00010475276
3.7548828 1267.0519 0.022066982 -2.8989047e-05
3.7646484 1268.3813 0.022109302 -8.7864981e-05
3.7744141 1271.2698 0.022177545 -7.8573183e-05
3.7841797 1273.767  0.022194684 -0.00014242045
3.7939453 1276.9259 0.022259951 -1.048454e-06
3.8037109 1283.1809 0.022359936 -7.5633579e-06
3.8134766 1288.1169 0.022359641 -0.00012636476
3.8232422 1293.1763 0.022438467 -8.7078915e-05
3.8330078 1293.1227 0.02251327 -7.9048579e-05
3.8427734 1293.6459 0.022545012 6.9294902e-06
3.8525391 1298.5836 0.022595227 -0.00015324997
3.8623047 1300.656  0.022648724 -0.00019362445
3.8720703 1309.7006 0.022747517 -3.5112284e-05
3.8818359 1319.8362 0.022817103 -8.1717706e-05
3.8916016 1320.174  0.022902044 -6.0263807e-05
3.9013672 1322.2606 0.022995917 -0.00018229663
3.9111328 1324.9497 0.0230141 -2.1442391e-05
3.9208984 1327.094  0.023086818 1.9118983e-05
3.9306641 1327.9601 0.023125561 -0.00012582121
3.9404297 1326.6643 0.023157151 -9.5417075e-05
3.9501953 1321.6992 0.023172796 -0.00013372707
3.9599609 1320.6382 0.023231506 2.8609611e-05
3.9697266 1324.1731 0.023256242 -9.6028947e-05
3.9794922 1331.8719 0.023329107 -0.00019119937
3.9892578 1335.844  0.023341624 -5.2984269e-05
3.9990234 1340.2931 0.023423433 -7.9404643e-05
4.0087891 1342.6925 0.023456963 -2.8410037e-05
4.0185547 1339.8903 0.023414047 -0.00020363594
4.0283203 1345.1506 0.023502262 -0.00010655643
4.0380859 1357.1001 0.023621023 -7.5839826e-06
4.0478516 1367.1512 0.02373457 -9.7539487e-05
4.0576172 1376.0995 0.02378091 -7.6891491e-05
