MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.022461 s         4/20/2017 9:23:36 AM
Time      Ch 1 Force Ch 1 Displacement
s         lbf       in
0.03125   7.1466713 -1.847744e-05
0.041015625 5.628243 1.2516975e-05
0.05078125 4.4540687 -1.6987324e-05
0.060546875 5.0335379 -5.0067902e-05
0.0703125 5.3347278 8.9406967e-06
0.080078125 6.0774384 -3.2782555e-06
0.08984375 8.069314 3.1292439e-06
0.099609375 10.742657 4.61936e-06
0.109375  17.925686 5.7816505e-05
0.11914063 30.152685 0.00013902783
0.12890625 44.735001 0.00029668212
0.13867188 53.075962 0.00036105514
0.1484375 60.156101 0.00044837594
0.15820313 67.378952 0.0004671514
0.16796875 75.572693 0.00056564808
0.17773438 82.635475 0.00058695674
0.1875    87.584595 0.00068187714
0.19726563 92.038025 0.00066235662
0.20703125 104.45304 0.00075533986
0.21679688 113.92474 0.00083297491
0.2265625 128.28548 0.00095635653
0.23632813 135.90298 0.0010469556
0.24609375 140.80745 0.0010354817
0.25585938 152.75478 0.0011324883
0.265625  157.15384 0.0011906028
0.27539063 161.49596 0.0012257695
0.28515625 164.63763 0.0011950731
0.29492188 168.83543 0.0012503564
0.3046875 176.82179 0.0013069808
0.31445313 192.52821 0.0013652444
0.32421875 204.50179 0.0014701486
0.33398438 219.55379 0.0015760958
0.34375   235.94003 0.0016474724
0.35351563 240.32143 0.0017046928
0.36328125 246.15616 0.0017334521
0.37304688 253.08994 0.001822263
0.3828125 265.01511 0.0018726289
0.39257813 274.90915 0.0019192696
0.40234375 289.53522 0.0019547343
0.41210938 302.65771 0.0020875037
0.421875  313.79706 0.0021506846
0.43164063 322.79068 0.0021792948
0.44140625 327.14151 0.0022137165
0.45117188 335.25766 0.0022599101
0.4609375 342.69855 0.0023506582
0.47070313 346.62866 0.002348572
0.48046875 358.00412 0.0024063885
0.49023438 371.74567 0.0025236607
0.5       381.05637 0.0025816262
0.50976563 389.36353 0.0025862455
0.51953125 396.10907 0.0026617944
0.52929688 403.62097 0.0026983023
