MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.021484 s         4/20/2017 11:20:03 AM
Time      Ch 1 Force Ch 1 Displacement
s         lbf       in
0.030273438 1.4224648 3.606081e-05
0.040039063 0.032186508 1.244247e-05
0.049804688 0.78249723 4.4181943e-05
0.059570313 0.97874552 1.7881393e-06
0.069335938 1.5193224 3.6582351e-05
0.079101563 1.3781712 9.4622374e-06
0.088867188 3.9688127 5.6922436e-05
0.098632813 7.9742451 5.1409006e-05
0.10839844 21.563656 0.00012092292
0.11816406 36.78933 0.00023543835
0.12792969 50.028225 0.0002849102
0.13769531 55.832119 0.00036247075
0.14746094 61.64156 0.00034876168
0.15722656 68.862778 0.00041179359
0.16699219 77.899773 0.0004517287
0.17675781 86.537308 0.00051155686
0.18652344 91.551094 0.00054724514
0.19628906 99.529472 0.00060036778
0.20605469 112.11864 0.00068843365
0.21582031 124.17164 0.00073038042
0.22558594 131.7229 0.00079214573
0.23535156 143.49707 0.00084988773
0.24511719 152.96776 0.00092729926
0.25488281 166.30083 0.001001358
0.26464844 177.94836 0.0010485947
0.27441406 186.96524 0.0010696054
0.28417969 205.51707 0.0011836737
0.29394531 212.28142 0.0012069196
0.30371094 221.56964 0.0013104826
0.31347656 235.43886 0.0013824552
0.32324219 243.65738 0.0014090538
0.33300781 255.59131 0.0014451146
0.34277344 266.47861 0.0015498698
0.35253906 274.69672 0.0015617162
0.36230469 284.83942 0.0016377121
0.37207031 297.77884 0.0016739219
0.38183594 305.68338 0.0017201155
0.39160156 319.48514 0.001790151
0.40136719 327.92905 0.001886785
0.41113281 337.12521 0.0018718839
0.42089844 353.31888 0.0019804388
0.43066406 367.04385 0.0020814687
0.44042969 378.18066 0.0021211803
0.45019531 385.0311 0.0021268427
0.45996094 400.17688 0.0022444129
0.46972656 406.63315 0.0022503734
0.47949219 416.70419 0.0023125857
0.48925781 432.45807 0.0024078786
0.49902344 442.26511 0.0024582446
0.50878906 456.01605 0.0024902821
0.51855469 464.26624 0.0025581568
0.52832031 476.90286 0.0026541203
0.53808594 486.13489 0.0026912242
0.54785156 495.46713 0.002727285
0.55761719 510.21243 0.0028528273
0.56738281 532.18811 0.0029072165
0.57714844 546.84265 0.0029895455
0.58691406 551.60382 0.0030332059
0.59667969 559.04114 0.0030682981
0.60644531 568.66107 0.003144145
0.61621094 582.70026 0.0031588227
0.62597656 598.13898 0.0032491982
0.63574219 614.53857 0.0033378601
0.64550781 623.43103 0.0033695996
0.65527344 628.94403 0.0034113973
0.66503906 639.32715 0.0034487993
0.67480469 644.09186 0.0035043061
0.68457031 652.93976 0.003516227
0.69433594 663.70306 0.0035837293
0.70410156 681.94556 0.0036796182
0.71386719 696.27808 0.0037232041
0.72363281 707.76886 0.0037695467
0.73339844 716.38251 0.0038301945
0.74316406 731.85504 0.0038740039
0.75292969 753.19006 0.0039874762
0.76269531 765.16711 0.0040373206
0.77246094 777.01697 0.0040958822
0.78222656 789.1604 0.0041882694
0.79199219 797.47186 0.0042657554
0.80175781 811.02997 0.0042806566
0.81152344 820.39893 0.0043634325
0.82128906 842.36957 0.0043969601
0.83105469 845.33356 0.0044380128
0.84082031 856.36322 0.004516542
0.85058594 869.04565 0.0045758486
0.86035156 876.72473 0.0045741349
0.87011719 889.24878 0.0046427548
0.87988281 912.07446 0.0047601759
0.88964844 929.65942 0.0048340857
0.89941406 946.21741 0.0049312413
0.90917969 957.53931 0.0049725175
0.91894531 958.3797 0.0050227344
0.92871094 968.44073 0.005004853
0.93847656 981.36389 0.0051070005
0.94824219 995.69904 0.005165413
0.95800781 1015.6428 0.0052623451
0.96777344 1027.8931 0.0053296983
0.97753906 1039.0306 0.0053709745
0.98730469 1049.3082 0.0054043531
0.99707031 1059.2258 0.0054527074
1.0068359 1075.2178 0.0055327266
1.0166016 1080.1002 0.0055511296
1.0263672 1088.7695 0.0056318194
1.0361328 1101.5123 0.0056867301
1.0458984 1116.1796 0.0057515502
1.0556641 1126.8413 0.0057842582
1.0654297 1138.6445 0.0058700144
1.0751953 1146.699  0.0058752298
1.0849609 1156.7197 0.0058888644
1.0947266 1171.3165 0.0059854984
1.1044922 1190.1023 0.0060628355
1.1142578 1203.3003 0.0061774254
1.1240234 1209.014  0.0061954558
1.1337891 1215.9304 0.0062023848
1.1435547 1225.2739 0.0062412024
1.1533203 1247.7434 0.0063711405
1.1630859 1260.575  0.0064253062
1.1728516 1269.0811 0.006487444
1.1826172 1281.5044 0.0065180659
1.1923828 1300.4996 0.0065882504
1.2021484 1313.4561 0.0067223608
1.2119141 1317.1095 0.0067080557
1.2216797 1331.5555 0.0067528337
1.2314453 1341.7179 0.0068216771
1.2412109 1349.6892 0.0068426132
1.2509766 1358.278  0.006909892
