MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.014648 s         4/14/2017 12:45:08 PM
Time      Ch 1 Force Ch 1 Displacement
s         lbf       in
0.0234375 0.20924956 0.00013232231
0.033203125 0.79344958 0.00010997057
0.04296875 1.4799647 0.00019192696
0.052734375 1.9191763 0.00019058585
0.0625    2.4707987 0.00021353364
0.072265625 3.2180176 0.00020802021
0.08203125 2.6413052 0.00020980835
0.091796875 2.7182698 0.00021308661
0.1015625 2.9844046 0.00016957521
0.11132813 3.3990664 0.00025197864
0.12109375 4.7559662 0.0002206862
0.13085938 5.2130222 0.00031813979
0.140625  4.1108952 0.00022977591
0.15039063 3.3074989 0.00016510487
0.16015625 1.8999912 0.0002206862
0.16992188 2.546236 0.00023812056
0.1796875 3.6977601 0.00023767352
0.18945313 4.5567751 0.00029832125
0.19921875 5.3680129 0.00030085444
0.20898438 5.9495678 0.00032633543
0.21875   7.561203  0.00040903687
0.22851563 7.7066941 0.0004504621
0.23828125 8.1962528 0.00047385693
0.24804688 9.151865 0.00056877732
0.2578125 8.7873268 0.00062063336
0.26757813 9.1450844 0.00064656138
0.27734375 9.3664036 0.00068753958
0.28710938 9.7306261 0.00075340271
0.296875  9.4035273 0.00083595514
0.30664063 9.7920561 0.00092387199
0.31640625 9.8603783 0.00098928809
0.32617188 9.2406015 0.0010505319
0.3359375 10.065921 0.0010561943
0.34570313 10.196883 0.0011429191
0.35546875 9.8140354 0.0012165308
0.36523438 9.8233109 0.001258105
0.375     9.4065628 0.0012050569
0.38476563 9.8045168 0.0012329221
0.39453125 10.096319 0.001295805
0.40429688 10.111127 0.0013399124
0.4140625 10.24982  0.0014175475
0.42382813 10.108706 0.0015236437
0.43359375 10.40496 0.0015817583
0.44335938 9.8316002 0.0016242266
0.453125  9.4489756 0.001629442
0.46289063 9.4945173 0.0016109645
0.47265625 10.497533 0.0017234683
0.48242188 10.231714 0.001770407
0.4921875 10.093395 0.0018626451
0.50195313 10.22119 0.0019608438
0.51171875 10.210183 0.0020258129
0.52148438 10.264329 0.0020614266
0.53125   10.42284  0.0021658838
0.54101563 10.225922 0.0022047758
0.55078125 10.285545 0.0022771955
0.56054688 10.389648 0.0024290383
0.5703125 10.292958 0.0024689734
0.58007813 9.5364637 0.0024564564
0.58984375 8.9981966 0.0024166703
0.59960938 9.4912014 0.0024746358
0.609375  9.5598774 0.0025211275
0.61914063 10.243542 0.0025632977
0.62890625 10.287017 0.0027121603
0.63867188 10.342133 0.0027482212
0.6484375 10.28426  0.0027871132
0.65820313 10.415167 0.0029101968
0.66796875 10.299422 0.0029987097
0.67773438 10.29525 0.0030826032
0.6875    10.201708 0.0031618774
0.69726563 10.345429 0.0031818449
0.70703125 10.306221 0.0032389164
0.71679688 10.299869 0.0032766163
0.7265625 10.566954 0.0033631921
0.73632813 10.55196 0.0034412742
0.74609375 10.353196 0.0035063922
0.75585938 10.616482 0.0035582483
0.765625  10.360497 0.0036326051
0.77539063 10.421984 0.0035782158
0.78515625 10.499507 0.0036709011
0.79492188 10.333956 0.0037302077
0.8046875 10.398421 0.0037690997
0.81445313 10.392834 0.0038491189
0.82421875 10.750108 0.0039318204
0.83398438 10.187254 0.0039452314
0.84375   10.724012 0.0040219724
0.85351563 10.604839 0.004118979
0.86328125 10.202266 0.0041370094
0.87304688 9.8217096 0.0041308999
0.8828125 10.078661 0.0041699409
0.89257813 10.589565 0.0042407215
0.90234375 10.255612 0.0043302774
0.91210938 10.669883 0.0044046342
0.921875  10.315795 0.0044699013
0.93164063 10.621045 0.0044612586
0.94140625 10.41066 0.0045607984
0.95117188 10.648351 0.0046543777
0.9609375 10.404698 0.0047281384
0.97070313 10.390151 0.004760623
0.98046875 10.330919 0.0048312545
0.99023438 10.373462 0.0049462914
1         10.142662 0.0049771369
1.0097656 10.316037 0.0050184131
1.0195313 10.561645 0.0051216781
1.0292969 10.407455 0.0052028894
1.0390625 10.437649 0.0052817166
1.0488281 10.334625 0.0053878129
1.0585938 10.648481 0.0054660439
1.0683594 10.531247 0.0055328012
1.078125  10.154154 0.0055776536
1.0878906 10.20709  0.0056616962
1.0976563 10.413974 0.0057654083
1.1074219 10.28901  0.0058177114
1.1171875 10.03664  0.0058798492
1.1269531 10.175388 0.0059694052
1.1367188 10.324232 0.0060577691
1.1464844 10.492038 0.0061291456
1.15625   10.547284 0.0061663985
1.1660156 10.13536  0.0061830878
1.1757813 9.8080559 0.0061681867
1.1855469 9.997859  0.006210655
1.1953125 10.240618 0.0063024461
1.2050781 10.032803 0.0064204633
1.2148438 9.7967501 0.0063914061
1.2246094 9.4343157 0.0064176321
1.234375  9.9476805 0.0064860284
1.2441406 9.9821014 0.0065408647
1.2539063 10.2322   0.0066061318
1.2636719 10.157711 0.0067083538
1.2734375 10.121353 0.0067153573
1.2832031 10.452327 0.0069026649
1.2929688 9.9891615 0.0069209933
1.3027344 9.7690334 0.0069494545
1.3125    8.7220592 0.0069816411
1.3222656 9.1750917 0.0069388747
1.3320313 9.5127335 0.0069779158
1.3417969 9.9675169 0.0070370734
1.3515625 10.035299 0.0071190298
1.3613281 9.8081684 0.0071917474
1.3710938 10.158271 0.0072227418
1.3808594 9.9469166 0.0073221326
1.390625  9.9863663 0.0073888898
1.4003906 10.140222 0.0074453652
1.4101563 10.017622 0.0075362623
1.4199219 9.7602415 0.0075441599
1.4296875 9.6329679 0.0076082349
1.4394531 9.6804094 0.0076401234
1.4492188 9.9503622 0.0076971948
1.4589844 9.6880083 0.0077545643
1.46875   10.223146 0.0078508258
1.4785156 10.063351 0.0079227984
1.4882813 9.9843931 0.0080376863
1.4980469 9.8052998 0.0081087649
1.5078125 9.8634882 0.0081679225
1.5175781 9.7134714 0.0082288682
1.5273438 9.8139048 0.0082835555
1.5371094 9.7486935 0.008341074
1.546875  9.7585096 0.0083468854
1.5566406 9.5986948 0.0084830821
1.5664063 9.6768141 0.0084871054
1.5761719 10.148939 0.0085325539
1.5859375 9.3078613 0.0085875392
1.5957031 9.6115093 0.0086094439
1.6054688 9.5921011 0.0087182224
1.6152344 9.7478189 0.0087803602
1.625     9.5722637 0.0087976456
1.6347656 9.4873085 0.0088219345
1.6445313 9.8061934 0.008931309
1.6542969 9.1920233 0.0089949369
1.6640625 9.4499245 0.0090375543
1.6738281 9.8442097 0.0090740621
1.6835938 9.8289547 0.0091813505
1.6933594 9.7777872 0.0092303753
1.703125  9.8021517 0.009316504
1.7128906 9.5004959 0.0094638765
1.7226563 9.5400772 0.0095380843
1.7324219 9.5381031 0.0096040964
1.7421875 9.6856985 0.0096808374
1.7519531 9.2172804 0.0097392499
1.7617188 9.5005341 0.0098215044
1.7714844 9.6506805 0.0098957121
1.78125   9.0245523 0.0099931657
1.7910156 9.1553106 0.010041893
1.8007813 9.3316841 0.010097623
1.8105469 8.8961048 0.010161996
1.8203125 8.9279375 0.010178089
1.8300781 9.3506832 0.01028955
1.8398438 9.1441727 0.010356158
1.8496094 9.193327  0.010377914
1.859375  9.1230869 0.010504872
1.8691406 8.9248266 0.010530055
1.8789063 8.8767519 0.010679215
1.8886719 8.5389423 0.010720789
1.8984375 8.3446131 0.010744929
1.9082031 8.0920191 0.01073584
1.9179688 8.6328011 0.010788143
1.9277344 8.9686918 0.010846853
1.9375    8.926075  0.010865182
1.9472656 8.9303589 0.011010617
1.9570313 8.5901279 0.011064261
1.9667969 8.4471893 0.011148304
1.9765625 8.4427366 0.011152029
1.9863281 8.457675  0.011193156
1.9960938 8.8041639 0.011275858
2.0058594 8.3813076 0.011345595
2.015625  8.3743591 0.011363924
2.0253906 8.2319412 0.011380166
2.0351563 8.4769535 0.011426806
2.0449219 8.4597616 0.011480749
2.0546875 8.4703045 0.011565238
2.0644531 8.2904472 0.01158908
2.0742188 8.6960382 0.011707544
2.0839844 8.7890768 0.011755377
2.09375   8.8269262 0.011784285
2.1035156 8.6190548 0.011850446
2.1132813 8.3068752 0.011896491
2.1230469 8.5258112 0.011955351
2.1328125 8.5841675 0.012076348
2.1425781 8.6008759 0.012090206
2.1523438 8.3905087 0.012141317
2.1621094 8.5996275 0.012215823
2.171875  8.7669859 0.012261868
2.1816406 8.6129827 0.012308657
2.1914063 8.2593784 0.012351424
2.2011719 8.5565081 0.012384355
2.2109375 7.9751387 0.012391806
2.2207031 8.4935322 0.012439042
2.2304688 8.7079411 0.01250416
2.2402344 8.7744179 0.012602508
2.25      8.6136904 0.012659729
2.2597656 8.7497749 0.012678951
2.2695313 8.9177303 0.012805015
2.2792969 8.8264418 0.012908578
2.2890625 8.5318832 0.012999326
2.2988281 8.4407253 0.013066679
2.3085938 7.6340885 0.013008863
2.3183594 7.1648698 0.012984872
2.328125  6.4970365 0.012928396
2.3378906 6.4691525 0.012971312
2.3476563 7.2888656 0.013039261
2.3574219 8.3898754 0.013099462
2.3671875 8.5797157 0.013146549
2.3769531 8.9221821 0.013230145
2.3867188 8.7278891 0.013308972
2.3964844 8.7085552 0.013360381
2.40625   8.2798491 0.013486445
2.4160156 8.7776966 0.013551414
2.4257813 8.6865387 0.013632029
2.4355469 8.6221104 0.013718754
2.4453125 8.7478571 0.013824701
2.4550781 8.6254072 0.013909042
2.4648438 8.3380747 0.013966858
2.4746094 8.6186829 0.014002919
2.484375  8.6217556 0.014107525
2.4941406 8.4117613 0.014186203
2.5039063 8.17556   0.014264882
2.5136719 8.2101297 0.01424402
2.5234375 8.5505095 0.014330447
2.5332031 8.1251192 0.014450699
2.5429688 8.1755219 0.014411658
2.5527344 8.6008568 0.014532954
2.5625    8.2578135 0.014634579
2.5722656 8.342247  0.014691353
2.5820313 8.3177719 0.014764071
2.5917969 8.094348  0.01487717
2.6015625 8.3569813 0.0149405
2.6113281 7.9195576 0.015003085
2.6210938 8.1211329 0.015013665
2.6308594 8.3221874 0.015081316
2.640625  8.1500969 0.015200675
2.6503906 8.2656183 0.015246868
2.6601563 7.5062366 0.015212148
2.6699219 8.0796328 0.01524806
2.6796875 8.4592953 0.015296638
2.6894531 8.8537483 0.015508831
2.6992188 8.8025255 0.015467405
2.7089844 9.1053543 0.015596896
2.71875   8.6731462 0.015599877
2.7285156 8.2021399 0.01558274
2.7382813 7.898025  0.015582144
2.7480469 8.3583593 0.015636683
2.7578125 8.5516462 0.015586615
2.7675781 9.4861536 0.015662014
2.7773438 9.343214  0.015758127
2.7871094 9.1488104 0.015773177
2.796875  9.2648716 0.01581341
2.8066406 9.9657106 0.015893728
2.8164063 10.411404 0.015998334
2.8261719 10.413918 0.016095936
2.8359375 10.579135 0.016151816
2.8457031 11.317636 0.016205758
2.8554688 11.215415 0.016277581
2.8652344 11.770633 0.016312003
2.875     11.616517 0.016322732
2.8847656 12.203753 0.016402155
2.8945313 12.981147 0.016509891
2.9042969 13.260469 0.016546994
2.9140625 13.604108 0.016680509
2.9238281 13.808739 0.016729534
2.9335938 14.061388 0.016792864
2.9433594 13.699513 0.016807467
2.953125  15.067588 0.016925633
2.9628906 16.286932 0.017016232
2.9726563 16.735809 0.017092228
2.9824219 17.212629 0.017146319
2.9921875 17.751102 0.017217249
3.0019531 18.639656 0.017292053
3.0117188 19.20009  0.017362088
3.0214844 19.700285 0.017401129
3.03125   20.885187 0.017484277
3.0410156 21.219849 0.017541051
3.0507813 22.02293  0.01757443
3.0605469 23.300499 0.017638057
3.0703125 24.364105 0.017738938
3.0800781 24.086702 0.017751902
3.0898438 25.376827 0.017834753
3.0996094 25.854576 0.01796484
3.109375  26.008244 0.0179483
3.1191406 26.552845 0.018017292
3.1289063 26.808159 0.018075109
3.1386719 27.073324 0.018113405
3.1484375 27.587805 0.018202215
3.1582031 27.141254 0.018285066
3.1679688 27.207806 0.018231273
3.1777344 27.567986 0.018325746
3.1875    27.86301  0.018310696
3.1972656 28.483158 0.018417686
3.2070313 28.227901 0.018469393
3.2167969 29.109734 0.018535107
3.2265625 28.93539  0.018635839
3.2363281 28.25573  0.018659383
3.2460938 29.037148 0.018728077
3.2558594 29.100552 0.018799007
3.265625  28.987566 0.018904656
3.2753906 29.625483 0.018920749
3.2851563 29.93889  0.018977225
3.2949219 30.216669 0.019043684
3.3046875 30.639301 0.019107312
3.3144531 30.811838 0.019265115
3.3242188 30.651018 0.01925081
3.3339844 29.923525 0.019237995
3.34375   29.722805 0.01920253
3.3535156 28.631704 0.019227117
3.3632813 27.937105 0.019176006
3.3730469 28.365982 0.019198507
3.3828125 29.705519 0.019271225
3.3925781 31.739792 0.019345284
3.4023438 31.591112 0.019399971
3.4121094 32.334141 0.019521862
3.421875  31.867886 0.01953885
3.4316406 31.467752 0.019581169
3.4414063 31.674187 0.019581765
3.4511719 32.80608  0.019678473
3.4609375 32.897125 0.019804684
3.4707031 32.967327 0.019854156
3.4804688 32.852699 0.019977244
3.4902344 32.893715 0.020046083
3.5       33.157711 0.020066798
3.5097656 33.571365 0.020188538
3.5195313 33.312511 0.020235181
3.5292969 33.256413 0.020342318
3.5390625 33.277737 0.020432174
3.5488281 32.917782 0.020480752
3.5585938 32.857674 0.020529477
3.5683594 33.214462 0.020561965
3.578125  32.900997 0.020636618
3.5878906 33.049881 0.020681174
3.5976563 33.160782 0.02080187
3.6074219 33.34079  0.020880401
3.6171875 33.509266 0.02097398
3.6269531 33.83519  0.021059513
3.6367188 33.722721 0.021091402
3.6464844 33.804569 0.021173509
3.65625   33.733955 0.02118245
3.6660156 33.185482 0.02117753
3.6757813 33.879726 0.02121493
3.6855469 33.304543 0.021221789
3.6953125 32.655579 0.021159351
3.7050781 32.458252 0.02119437
3.7148438 31.973869 0.021211656
3.7246094 31.519514 0.021147132
3.734375  32.248646 0.021168888
3.7441406 33.833405 0.021258593
3.7539063 34.119431 0.021347253
3.7636719 34.348293 0.021446347
3.7734375 34.057575 0.021531582
3.7832031 34.766125 0.021618159
3.7929688 34.283417 0.021747502
3.8027344 34.122635 0.021744521
3.8125    34.531635 0.021826625
3.8222656 34.621765 0.021931827
3.8320313 33.933521 0.021992922
3.8417969 34.393276 0.022083819
3.8515625 33.307003 0.022157729
3.8613281 33.705978 0.02222538
3.8710938 32.970924 0.022268446
3.8808594 31.743774 0.022207499
3.890625  32.109859 0.022240877
3.9003906 33.831654 0.022336543
3.9101563 33.684483 0.022343695
3.9199219 33.578854 0.022466628
3.9296875 33.234077 0.022522807
3.9394531 33.868179 0.022597909
3.9492188 33.589973 0.022671819
3.9589844 33.79097  0.022765994
3.96875   33.516865 0.022868363
3.9785156 33.578743 0.022953304
3.9882813 32.166874 0.022980273
3.9980469 32.624752 0.023066847
4.0078125 32.523556 0.02315894
4.0175781 32.25021  0.023201553
4.0273438 31.490887 0.023178756
4.0371094 31.313301 0.023228375
4.046875  32.481178 0.023330005
4.0566406 32.748489 0.02342701
4.0664063 31.786303 0.023450105
4.0761719 32.306572 0.02358824
4.0859375 32.052361 0.023691058
4.0957031 31.7752   0.023781506
4.1054688 31.498373 0.023901908
4.1152344 31.498299 0.024000108
4.125     31.366257 0.02406791
4.1347656 30.55567  0.024114549
4.1445313 30.571947 0.024116337
4.1542969 30.748005 0.024144204
4.1640625 31.44171  0.024244189
4.1738281 31.502878 0.024330767
4.1835938 31.477118 0.024446996
4.1933594 30.804649 0.024476647
4.203125  31.015127 0.024519861
4.2128906 30.339584 0.02454102
4.2226563 29.813236 0.024513006
4.2324219 29.456781 0.024509581
4.2421875 29.49357  0.02458185
4.2519531 29.569828 0.024537293
4.2617188 29.501894 0.024531186
4.2714844 30.578131 0.024570076
4.28125   30.602066 0.024598539
4.2910156 31.433701 0.02471596
4.3007813 32.131912 0.024787338
