MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.014648 s         4/14/2017 12:06:36 PM
Time      Ch 1 Force Ch 1 Displacement
s         lbf       in
0.022460938 -0.82647425 -7.905066e-05
0.032226563 -0.31609088 -7.212162e-05
0.041992188 -0.24508685 -7.4505806e-05
0.051757813 0.0018812715 -8.9928508e-05
0.061523438 0.12926757 -1.706183e-05
0.071289063 0.44973567 -7.8082085e-05
0.081054688 0.49192461 -1.296401e-05
0.090820313 0.45998025 1.7285347e-05
0.10058594 0.39756298 4.5895576e-05
0.11035156 0.49995255 0.00013545156
0.12011719 0.4763529 0.00012733042
0.12988281 0.4176423 0.00018827617
0.13964844 0.5498156 0.00019542873
0.14941406 0.87786466 0.0002310425
0.15917969 0.76122582 0.00024311244
0.16894531 0.8180179 0.00026151538
0.17871094 0.77806413 0.00032164156
0.18847656 0.66097826 0.00037416816
0.19824219 0.91519207 0.00042773783
0.20800781 0.90224665 0.00048354268
0.21777344 0.60273331 0.00050492585
0.22753906 0.8423813 0.00057660043
0.23730469 0.54311007 0.00062130392
0.24707031 0.90600926 0.00069029629
0.25683594 0.61366707 0.00072270632
0.26660156 0.78910965 0.00085391104
0.27636719 0.71071088 0.00088565052
0.28613281 0.71033835 0.00091686845
0.29589844 0.59247017 0.00096872449
0.30566406 0.63434243 0.00094525516
0.31542969 0.20690262 0.00093340874
0.32519531 0.68817288 0.00096671283
0.33496094 0.70435923 0.00096134841
0.34472656 0.60686845 0.001032725
0.35449219 0.67392361 0.0010992587
0.36425781 0.71758401 0.0011970848
0.37402344 0.8161366 0.0012753159
0.38378906 0.95367432 0.0013172626
0.39355469 0.75554472 0.0013954937
0.40332031 0.95486635 0.00152044
0.41308594 1.0118821 0.0015427172
0.42285156 1.1011213 0.001611039
0.43261719 1.3338029 0.0016017258
0.44238281 1.4658831 0.0016688555
0.45214844 1.5999191 0.00174582
0.46191406 1.4562346 0.0018046051
0.47167969 1.5544518 0.0018766522
0.48144531 1.6984342 0.0018716604
0.49121094 1.9233487 0.001892969
0.50097656 1.7435476 0.001931414
0.51074219 1.3932959 0.0019728392
0.52050781 1.7890707 0.0020848215
0.53027344 1.7228723 0.0021253526
0.54003906 1.8912741 0.0022119284
0.54980469 1.9732863 0.0022736192
0.55957031 2.0386465 0.0023877621
0.56933594 2.3467281 0.0024348497
0.57910156 2.2300334 0.0025063008
0.58886719 2.1613202 0.0025323033
0.59863281 2.1936743 0.0026424229
0.60839844 2.1539071 0.0026890635
0.61816406 2.2752023 0.002790466
0.62792969 2.5447273 0.0028634816
0.63769531 2.4804473 0.0029399246
0.64746094 2.7795694 0.0030796975
0.65722656 2.9465182 0.0031094253
0.66699219 2.9190631 0.0031586736
0.67675781 3.1589344 0.0031363964
0.68652344 3.2036936 0.0031603128
0.69628906 3.2284484 0.0032091141
0.70605469 3.7870743 0.003279224
0.71582031 4.0672531 0.0033305585
0.72558594 4.4640527 0.0033908337
0.73535156 5.3886514 0.0034823269
0.74511719 6.2951632 0.0035408139
0.75488281 7.5973945 0.0036013126
0.76464844 9.7029839 0.0036853552
0.77441406 11.679362 0.0037562102
0.78417969 13.484433 0.0038473308
0.79394531 15.896018 0.0039060414
0.80371094 18.553659 0.0039725006
0.81347656 20.598063 0.0040244311
0.82324219 25.051105 0.0040414184
0.83300781 29.182302 0.0041148812
0.84277344 33.198631 0.0041755289
0.85253906 36.717152 0.0042429566
0.86230469 39.56221 0.0042831898
0.87207031 44.643673 0.004357025
0.88183594 48.420544 0.004401058
0.89160156 51.343555 0.0044956803
0.90136719 53.956192 0.0045287609
0.91113281 57.747101 0.0045919418
0.92089844 61.440804 0.0046495348
0.93066406 64.78846 0.0046801567
0.94042969 66.631325 0.0047733635
0.95019531 69.661255 0.0048071891
0.95996094 73.006302 0.0048783422
0.96972656 76.831619 0.0049241632
0.97949219 79.767555 0.005037263
0.98925781 85.514076 0.0050822645
0.99902344 87.156258 0.0051481277
1.0087891 88.601898 0.0051547587
1.0185547 90.367981 0.0052472949
1.0283203 92.621971 0.0052977353
1.0380859 94.56646  0.0053543597
1.0478516 96.74437  0.0052989274
1.0576172 101.94879 0.0054422766
1.0673828 108.21432 0.0055506825
1.0771484 112.46256 0.0056618452
1.0869141 116.17127 0.0056802481
1.0966797 118.52969 0.0057672709
1.1064453 120.39174 0.0057797134
1.1162109 121.40442 0.0058480352
1.1259766 121.34984 0.0058861077
1.1357422 119.95152 0.0058492273
1.1455078 121.09547 0.0058652461
1.1552734 123.68147 0.0058709085
1.1650391 129.44963 0.0059330463
1.1748047 133.46985 0.0060191751
1.1845703 139.58797 0.0060980022
1.1943359 144.94583 0.0061927736
1.2041016 147.67915 0.0062025338
1.2138672 152.69217 0.0063575804
1.2236328 155.82286 0.0064145774
1.2333984 158.73619 0.0064773858
1.2431641 163.14738 0.0065532327
1.2529297 165.82452 0.0065785646
1.2626953 169.03513 0.006641224
1.2724609 171.20313 0.0066672266
1.2822266 172.44287 0.0066398829
1.2919922 173.96849 0.0067298859
1.3017578 180.69789 0.0068295747
1.3115234 186.43156 0.0069377571
1.3212891 192.50087 0.0069899857
1.3310547 195.33328 0.0070481002
1.3408203 198.9722  0.007115379
1.3505859 199.23433 0.0071318448
1.3603516 202.22929 0.0071945786
1.3701172 205.397   0.0072302669
1.3798828 208.44971 0.0072913617
1.3896484 213.65088 0.0073411316
1.3994141 218.52313 0.0073760003
1.4091797 224.04637 0.0074406713
1.4189453 227.96944 0.0075419992
1.4287109 233.11052 0.0075364858
1.4384766 239.60643 0.0076922774
1.4482422 244.31371 0.0077890605
1.4580078 249.06242 0.0077997148
1.4677734 255.12476 0.0078681111
1.4775391 261.02472 0.0079751015
1.4873047 266.11905 0.00809066
1.4970703 271.90778 0.0081578642
1.5068359 278.08264 0.0081815571
1.5166016 284.10001 0.0082565099
1.5263672 286.37424 0.0083243847
1.5361328 289.68301 0.0083533674
1.5458984 293.96625 0.0084516406
1.5556641 298.58664 0.0084740669
1.5654297 303.85437 0.0085251033
1.5751953 307.69342 0.0085446984
1.5849609 311.33765 0.0086721033
1.5947266 316.18454 0.0086790323
1.6044922 320.68484 0.0087492913
1.6142578 325.63773 0.0088020414
1.6240234 329.64697 0.0088687241
1.6337891 333.34189 0.0089155138
1.6435547 341.34314 0.0089816004
1.6533203 349.79147 0.0091148913
1.6630859 356.8252  0.0091657788
1.6728516 361.15805 0.0092255324
1.6826172 365.25165 0.0092539191
1.6923828 368.37704 0.009303689
1.7021484 369.91718 0.0093671679
1.7119141 372.71844 0.0093371421
1.7216797 376.85825 0.0094088167
1.7314453 382.7233  0.0094334036
1.7412109 388.32471 0.0095561892
1.7509766 395.44986 0.0095888227
1.7607422 401.34662 0.0096146017
1.7705078 408.10837 0.0096941739
1.7802734 411.60754 0.0097627938
1.7900391 414.86926 0.0097642839
1.7998047 424.6824  0.0098960837
1.8095703 427.69217 0.0099120298
1.8193359 430.57443 0.0099433223
1.8291016 436.84607 0.01000762
1.8388672 442.69028 0.010038988
1.8486328 445.80219 0.010045393
1.8583984 451.41376 0.010127723
1.8681641 461.05145 0.010195971
1.8779297 466.96341 0.010318383
1.8876953 476.86008 0.010364652
1.8974609 486.20483 0.010433869
1.9072266 494.08734 0.010553523
1.9169922 499.81631 0.010554194
1.9267578 505.75665 0.010613426
1.9365234 512.97675 0.010654553
1.9462891 520.59424 0.010755881
1.9560547 525.70386 0.010828525
