MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.016602 s         4/13/2017 12:12:46 PM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
1.1386719 488.30386 0.0064089894 -5.8345846e-05
1.1484375 497.19974 0.0064496696 1.8214987e-05
1.1582031 504.42816 0.0065128505 1.4597118e-05
1.1679688 509.47592 0.0065858662 9.7670592e-05
1.1777344 516.01929 0.0066566467 -8.4507927e-05
1.1875    516.40277 0.0067193806 -7.9987483e-05
1.1972656 516.06445 0.0067850202 7.2784416e-05
1.2070313 522.18915 0.0068302453 3.7571726e-06
1.2167969 529.87292 0.0069028884 2.0715568e-05
1.2265625 533.76642 0.0069842488 -9.727729e-05
1.2363281 534.3689  0.007038787 7.4073228e-05
1.2460938 535.20337 0.0071089715 0.00011245682
1.2558594 540.54126 0.007135272 -2.4677554e-05
1.265625  546.10626 0.00721246 -8.1415965e-06
1.2753906 548.42291 0.0072434545 -7.6285264e-06
1.2851563 554.22363 0.0073509663 0.00011835688
1.2949219 560.37085 0.0073898584 -3.840209e-05
1.3046875 564.85431 0.0075060874 -0.00010487845
1.3144531 566.84674 0.0075156987 3.8792023e-05
1.3242188 567.67792 0.0075875968 -4.9846899e-06
1.3339844 572.45691 0.0076383352 3.0961779e-05
1.34375   574.80542 0.0077003241 -0.00010010024
1.3535156 573.96442 0.0077259541 9.2208729e-06
1.3632813 576.02405 0.0077280402 0.00011455038
1.3730469 577.7793  0.0078454614 -7.3097594e-06
1.3828125 578.23779 0.0078478456 -2.4443207e-07
1.3925781 580.97736 0.0078807026 -6.1345607e-05
1.4023438 588.1123  0.0079677254 0.00010815831
1.4121094 586.36261 0.007981658 3.9386217e-05
1.421875  594.03717 0.0080323964 -7.4217845e-05
1.4316406 606.47668 0.0081346184 2.4225101e-05
1.4414063 613.53711 0.0081961602 5.2098435e-06
1.4511719 619.14056 0.0082900375 9.4655566e-05
1.4609375 619.59131 0.0083542615 -7.969846e-05
1.4707031 621.62354 0.0083862245 -6.864412e-05
1.4804688 625.49738 0.00845626 6.8676651e-05
1.4902344 630.00934 0.0085447729 -6.0468651e-06
1.5       633.42108 0.0085835904 2.1113083e-05
1.5097656 631.33594 0.0086483359 -7.1977869e-05
1.5195313 628.46844 0.0086326152 7.8235535e-05
1.5292969 631.46173 0.0087095052 0.00010747996
1.5390625 630.96191 0.0087440014 -3.000516e-05
1.5488281 625.59827 0.0087426603 1.4026843e-06
1.5585938 626.43604 0.0087213516 -9.3264025e-06
1.5683594 641.39905 0.0088149309 0.000106036
1.578125  651.87616 0.0089839101 -4.2826017e-05
1.5878906 657.01691 0.0090198219 -0.00010301144
1.5976563 656.99158 0.009091422 4.4845081e-05
1.6074219 651.67334 0.0090396404 3.4340801e-06
1.6171875 655.59283 0.0090931356 5.5083325e-05
1.6269531 659.78558 0.0091663003 -0.0001014654
1.6367188 660.68665 0.0091525167 3.8956852e-05
1.6464844 674.45605 0.0093177706 0.00010285646
1.65625   688.64899 0.0093716383 -1.8202812e-05
1.6660156 694.08563 0.0094953924 -2.2494453e-06
1.6757813 695.58649 0.0095333904 -5.0945109e-05
1.6855469 696.2287  0.0095784664 0.0001145979
1.6953125 694.78198 0.0096223503 1.827543e-05
1.7050781 694.86621 0.0096654147 -7.6085234e-05
1.7148438 697.02234 0.0097265095 2.915376e-05
1.7246094 692.77911 0.0097277015 6.0008033e-06
1.734375  697.38995 0.0097511709 7.0182345e-05
1.7441406 699.64319 0.0098435581 -8.4834341e-05
1.7539063 704.01202 0.0098369271 -2.6742768e-05
1.7636719 711.25238 0.0099809468 6.4527601e-05
1.7734375 723.90631 0.010048002 6.336385e-06
1.7832031 725.40955 0.010131375 -1.8043602e-05
1.7929688 736.4671  0.010205507 -8.0497914e-05
1.8027344 748.89343 0.010299011 9.2868802e-05
1.8125    754.30823 0.010449962 0.0001146405
1.8222656 755.53223 0.010467321 -5.1835123e-05
1.8320313 760.68292 0.010557993 9.5826363e-06
1.8417969 759.44885 0.010642409 2.8969197e-07
1.8515625 757.66309 0.010616108 0.00011183193
1.8613281 756.00488 0.010697321 -4.3672171e-05
1.8710938 761.01556 0.010751337 -9.1739086e-05
1.8808594 769.87463 0.01078941 4.4351029e-05
1.890625  773.13977 0.010888501 2.9123968e-05
1.9003906 772.37054 0.010921136 4.9092232e-05
1.9101563 768.49084 0.010936483 -7.8151978e-05
1.9199219 768.93823 0.010967404 7.0148511e-05
1.9296875 778.34442 0.01099877 0.00011940729
1.9394531 787.86957 0.01115486 -2.6361882e-05
1.9492188 793.5824  0.011211113 1.1042841e-05
1.9589844 802.9245  0.011306852 -3.2830081e-05
1.96875   809.84222 0.011380688 0.00012491072
1.9785156 808.29395 0.011428297 1.011848e-05
1.9882813 807.9223  0.011449307 -7.6943572e-05
1.9980469 815.35925 0.011551529 3.8901366e-05
2.0078125 820.55823 0.01162775 2.35069e-05
2.0175781 822.57111 0.011658072 7.6349745e-05
2.0273438 821.09851 0.011697189 -7.2205228e-05
2.0371094 818.34003 0.011712388 1.1691634e-05
2.046875  822.12317 0.011803285 7.9699406e-05
2.0566406 833.36517 0.01185149 -1.9967003e-05
2.0664063 839.6189  0.011931284 3.8057842e-06
2.0761719 843.53882 0.012027248 -7.1268638e-05
2.0859375 836.4613  0.01198858 0.00010330806
2.0957031 830.45612 0.011998936 8.7630178e-05
2.1054688 826.85785 0.012051463 -5.153886e-05
2.1152344 824.44623 0.012010559 8.3442055e-06
2.125     830.8689  0.012116357 -2.0171017e-06
2.1347656 836.30603 0.012117251 0.00010790397
2.1445313 853.22333 0.012235194 -6.2112413e-05
2.1542969 873.59357 0.012374371 -7.9765101e-05
2.1640625 887.66827 0.012499467 6.5498629e-05
2.1738281 892.27307 0.012610479 4.2785381e-05
2.1835938 893.07709 0.012660547 3.087243e-05
2.1933594 895.87885 0.012753904 -8.8593937e-05
2.203125  898.44751 0.012780503 8.3710838e-05
2.2128906 893.94879 0.012848079 0.00013670388
2.2226563 895.40259 0.012912154 -2.4081171e-05
2.2324219 901.94623 0.012959615 8.2682382e-06
2.2421875 901.77698 0.013011247 -1.030986e-05
2.2519531 901.8736  0.013028757 0.00010564298
2.2617188 902.47229 0.013097004 -1.4289838e-05
2.2714844 903.7326  0.013126806 -9.2330658e-05
2.28125   897.8064  0.013109148 3.8175032e-05
2.2910156 896.10797 0.013134257 2.7324399e-05
2.3007813 912.84467 0.013235136 6.5036264e-05
2.3105469 927.19659 0.013341232 -9.3592244e-05
2.3203125 939.31628 0.013442785 1.0079837e-05
2.3300781 941.97168 0.013472811 9.0310306e-05
2.3398438 936.80518 0.013545901 -6.3002917e-06
2.3496094 933.41339 0.013579875 2.1577511e-05
2.359375  936.84741 0.013598128 -6.0936243e-05
2.3691406 935.04236 0.013610423 0.00010996338
2.3789063 937.66736 0.013666228 4.8371199e-05
2.3886719 942.39813 0.013723747 -5.0960032e-05
2.3984375 941.31927 0.013761596 1.4533783e-05
2.4082031 947.48035 0.013830066 -5.6440234e-07
2.4179688 949.40741 0.013855845 0.00011126088
2.4277344 966.44867 0.013945252 -6.9106703e-05
2.4375    981.66809 0.014064089 -6.8857269e-05
2.4472656 986.56134 0.014173985 6.4992346e-05
2.4570313 986.54614 0.014218986 1.3755484e-05
2.4667969 987.65955 0.014269203 2.4075141e-05
2.4765625 1000.8005 0.014386028 -8.6645057e-05
2.4863281 1006.5554 0.014445335 6.3157458e-05
2.4960938 1007.074  0.014501512 0.00010214809
2.5058594 1004.615  0.014556126 -4.2220734e-05
2.515625  1005.2721 0.014572962 -1.3235511e-05
2.5253906 1012.86   0.014704541 5.9087652e-06
2.5351563 1015.9676 0.014724284 0.00011214391
2.5449219 1021.0125 0.014833659 -3.0439583e-05
2.5546875 1024.3492 0.014893711 -9.3996845e-05
2.5644531 1022.0439 0.014924705 4.8338537e-05
2.5742188 1015.1924 0.014889614 1.6898126e-05
2.5839844 1013.907  0.01489222 4.7592581e-05
2.59375   1022.5339 0.014991089 -0.00010336821
2.6035156 1040.6735 0.015108661 3.7025431e-05
2.6132813 1052.1678 0.015186071 0.00010904464
2.6230469 1059.5076 0.015295893 -9.2166902e-06
2.6328125 1065.3748 0.015358925 -2.0740044e-05
2.6425781 1062.278  0.015401691 -3.5294899e-05
2.6523438 1062.4958 0.01548998 0.00010471406
2.6621094 1067.2651 0.015540272 3.826469e-05
2.671875  1065.3298 0.015597641 -6.9524875e-05
2.6816406 1057.4485 0.015553385 3.5119385e-06
2.6914063 1058.9532 0.015612841 3.3304407e-06
2.7011719 1071.9253 0.015744641 0.00010812471
2.7109375 1081.8522 0.015750453 -8.446948e-05
2.7207031 1090.0826 0.015848055 -5.2433916e-05
2.7304688 1094.733  0.015928671 6.8426139e-05
2.7402344 1095.2762 0.0159695 1.4486088e-05
2.75      1102.4736 0.016037375 8.6150203e-06
2.7597656 1101.4675 0.01613915 -0.00010787544
2.7695313 1094.224  0.016102195 7.3684023e-05
2.7792969 1088.5594 0.01609832 0.00010786267
2.7890625 1088.7542 0.016095564 -4.0275361e-05
2.7988281 1087.8544 0.016174242 2.7113254e-06
2.8085938 1100.0912 0.016192868 -4.8097804e-06
2.8183594 1112.5721 0.016312152 0.00010996249
2.828125  1124.7765 0.016390756 -5.0803774e-05
2.8378906 1131.0936 0.016520321 -0.00010440926
2.8476563 1129.7081 0.016528517 4.2467018e-05
2.8574219 1130.5879 0.016566366 1.067615e-05
2.8671875 1138.385  0.016663298 3.9667604e-05
2.8769531 1145.2247 0.016729087 -0.00010140767
2.8867188 1154.4462 0.016805902 3.6525766e-05
2.8964844 1154.9617 0.0168477 0.00010897956
2.90625   1155.4961 0.016961321 -1.875739e-05
2.9160156 1154.9471 0.016961545 6.3838506e-06
2.9257813 1152.6765 0.017017052 -3.9835082e-05
2.9355469 1150.2845 0.017010942 0.00013403855
2.9453125 1163.4801 0.017098263 -2.756299e-06
2.9550781 1175.3835 0.017168894 -7.9247999e-05
2.9648438 1186.1368 0.017288253 2.7881557e-05
2.9746094 1191.486  0.017373711 9.2901373e-06
2.984375  1194.8354 0.017429218 8.7348875e-05
2.9941406 1200.8838 0.017511249 -9.6921271e-05
3.0039063 1203.2317 0.017584339 -4.9493839e-05
3.0136719 1203.5505 0.017617568 7.5519456e-05
3.0234375 1210.8458 0.017740503 1.3010214e-05
