MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.023438 s         4/20/2017 11:04:02 AM
Time      Ch 1 Force Ch 1 Displacement
s         lbf       in
0.032226563 5.1599364 2.6524067e-05
0.041992188 6.2704272 3.9339066e-05
0.051757813 7.378068 1.7434359e-05
0.061523438 9.1338902 2.6226044e-05
0.071289063 14.906377 8.7916851e-05
0.081054688 21.646618 9.1940165e-05
0.090820313 28.759165 0.0001655519
0.10058594 46.332943 0.00024691224
0.11035156 53.947884 0.00032931566
0.12011719 60.270256 0.00033572316
0.12988281 70.68219 0.00046938658
0.13964844 75.299049 0.00047504902
0.14941406 81.68792 0.00054255128
0.15917969 90.495216 0.00062987208
0.16894531 96.142311 0.00067040324
0.17871094 105.69809 0.00071182847
0.18847656 110.77611 0.00075861812
0.19824219 120.49274 0.00084578991
0.20800781 134.26294 0.00093221664
0.21777344 143.36356 0.0010353327
0.22753906 150.26714 0.001064837
0.23730469 156.81119 0.0011321902
0.24707031 163.43356 0.001181066
0.25683594 166.02362 0.0011707842
0.26660156 174.38745 0.0012326241
0.27636719 176.47282 0.0012336671
0.28613281 191.41452 0.0013871491
0.29589844 204.0741 0.0014169514
0.30566406 213.89024 0.0014662743
0.31542969 224.52609 0.0015233457
0.32519531 235.0466 0.0015807152
0.33496094 248.32249 0.0017033517
0.34472656 260.04715 0.0017605722
0.35449219 271.47507 0.001796782
0.36425781 281.13016 0.0018726289
0.37402344 291.54803 0.0019493699
0.38378906 307.22968 0.0020346045
0.39355469 323.2301 0.002091676
0.40332031 329.22153 0.0020970404
0.41308594 329.13156 0.0021660328
0.42285156 339.85135 0.002206862
0.43261719 345.67386 0.0022085011
0.44238281 352.72394 0.0022533536
0.45214844 366.87961 0.0024066865
0.46191406 378.27884 0.002425164
0.47167969 397.25562 0.0024910271
0.48144531 402.61237 0.0025442243
0.49121094 404.73721 0.0025585294
0.50097656 417.9765 0.0026383996
0.51074219 441.47086 0.0027409196
0.52050781 450.41678 0.0028021634
0.53027344 452.3801 0.0028517842
